,time,tweet,country,retweet_count,sentiment
8,2019-11-22 01:21:57, I need a iphone11 ,Germany,0,Neutral
228,2019-11-21 16:49:14, NewRockstars loving Ricksplained Podcast iOS13 iPhone11 RickandMortyseason4 RickandMorty ,India,0,Positive
215,2019-11-21 17:14:58,Hi dear all friends you now that Dual lens rear camera Ultra Wide and Wide lenses 6 1 Liquid Retina display Night Mode Dolby Atmos More durable glass New colors Click this link gt Full Details this link for iphone11,Canada,0,Neutral
266,2019-11-21 15:41:01,My sunsets will never be the same iphone11 ,United States,0,Neutral
292,2019-11-21 14:30:00,Winter Has Arrived Order The Purple 64GB iPhone11 EE With Unlimited Minutes Texts amp 30GB Of Data Including 1 Swappable Benefit For 64 P M EE Lifetime Guarantee Annual Device amp Account MOT With 10 Off Screen Protectors amp Cases Love Tech iOS13 ,Germany,0,Positive
291,2019-11-21 14:30:52, 6 6 7 7 8 8 x xs iphone11 iphone11pro iphone11promax A37 A71 A83 A3s A5s A7 F5 F7 F9 R9s A39 A57 F1s A52020 A92020 F11 F11pro R9s R9splus A10 A10s A20s A20 A30 J2prime J4plus J6plus J7 J7prime S9plus S10plus Note8 ,Canada,0,Neutral
290,2019-11-21 14:31:43, hsieh zachary zhc i really wanna win iphone11 ,Canada,0,Positive
131,2019-11-21 19:48:57, cauetofficiel Kevin Cauetoffremoil iphone11,Unknown,0,Neutral
126,2019-11-21 19:55:13, VIDEO Can You Successfully Shoot a Film on the New iPhone 11 Pro I compared some test shots to a digital cinema camera to determine the latest must have gadget s strengths and weaknesses Here s what I found Details gt ,Unknown,0,Positive
35,2019-11-21 23:51:08, SUBWAY everyday IPhone11 STCPay,Unknown,0,Neutral
36,2019-11-21 23:50:02,Dili nalang gyud ko magpa apekto Com on id rather go shopping and treat myself with what makes me happy Buy iphone11 maybe ,Canada,0,Positive
297,2019-11-21 14:18:42, hsieh zachary theoffgarrett I really hope i win a iphone11 ive been paitionley wsoting for your response,Unknown,0,Positive
41,2019-11-21 23:37:22, iphone11 Air Force TikTok black cat dog,Unknown,0,Neutral
43,2019-11-21 23:33:16,this iphone11 to big for me ,Unknown,0,Neutral
48,2019-11-21 23:15:28, taekook jikook au smut fluff nsfw 18 iphone11 rt like deal promo gc gain mutuals kpop bts twice mommy daddy follow spam a ,United States,0,Neutral
52,2019-11-21 23:07:58, PhotographyWx Your a details man sean thats for sure iphone11 camera is a big upgrade for picture quality,Unknown,0,Neutral
54,2019-11-21 22:58:27,Lesgoowwwwww for iphone11 ,United States,0,Neutral
55,2019-11-21 22:56:59, bozu 108 iPhone11,Unknown,0,Neutral
56,2019-11-21 22:52:34,But I used the first kidney to buy iPhone11 for you na ,Canada,0,Neutral
32,2019-11-22 00:00:59, Is it really worth buying a new Iphone EVERY Time a new one comes out What if there s nothing wrong with your curren ,Canada,0,Neutral
25,2019-11-22 00:17:46, iPhone11 is here in 6 new colors and spatial audio ,Canada,0,Neutral
3,2019-11-22 01:47:51,Found this for 5 on amazon and decided to try a starwars themed look It s a bit rough but I call it Sunset on Tatooine amateur makeup makeupideas starwars tattooine iphone11 selfie Los Angeles ,France,0,Neutral
4,2019-11-22 01:46:53,iPhone Battery Health 5 Vital Tips To Maintain 100 Mark Keep your iPhone battery fully optimized with these tips iPhone iPhone11 iPhone11pro iPhone11promax iPhone2019 Apple ,Unknown,0,Neutral
6,2019-11-22 01:32:20,My fanboy moment looking forward to using this beauty Apple iPhone11 iPhone fan ,Netherlands,0,Neutral
90,2019-11-21 21:40:45,Bout to get this iPhone11 cuz my iPhone7 mysteriously no longer can charge and I m a slave to Apple,Unknown,0,Neutral
461,2019-11-21 08:25:20,My friend have a new phone iphone11 vivienisrich richbich,Unknown,0,Neutral
632,2019-11-21 02:07:16, GSM iPhone11 RedmiNote GalaxyM30s Nokia7 Xperia5 Mate30 GalaxyNote Android s camera app exploit can be used to spy on users Hijacking Google Pixel Camera Application ,United States,0,Neutral
452,2019-11-21 08:38:34,Check out Sports Protective Phone Wrist Arm Bag Outdoor Run Waterproof Nylon Hand Bag phonepesupport items4sale iPhone11 eBay sports Patriot USA PuertoRico news CNN play Samsung Applle accessories CALIFORNIA Florida,Unknown,0,Neutral
377,2019-11-21 12:21:45, Maa spoon iPhone11,Unknown,0,Neutral
372,2019-11-21 12:27:28, Apple released Smart Battery Cases for iPhone11 iPhone11Pro amp iPhone11ProMax with Dedicated Camera button locked unlocked Quick press takes a photo amp longer press captures QuickTake video Works for selfies too 129 Apple iPhone Cases Technology TechnologyNews ,United States,0,Neutral
363,2019-11-21 12:39:49, Red is NOT Bad iPhone11 ,Unknown,0,Neutral
354,2019-11-21 12:52:25, Wallpapers Apple Background wallpaper walls free lockscreen homescreen Public N 0023 iPhone11 iPhone11Pro iPhone11ProMax iPhoneX iPhoneXSMAX iPhoneXSMax iPhoneXR Other iPhones gt gt Like Follow Retweet lt lt Prod By Hk3ToN ,United States,0,Neutral
344,2019-11-21 13:04:37,Our new article Don t buy the iPhone11 series before reading this 6 Reasons to wait for the 2020Iphones Don t do this big mistake iPhone12 iPhone12ProMax Article apple stufflistings ,Unknown,0,Neutral
338,2019-11-21 13:16:09,I just want the fucking Iphone11 ,France,0,Negative
455,2019-11-21 08:32:54,The new Apple Smart Battery Case for iPhone11 iPhone11Pro and iPhone11ProMax now comes with wireless charging and a camera button ,Unknown,0,Neutral
381,2019-11-21 12:16:44, Misty Toast jacknicas tim cook Apple Don t do that to yourself It s not worth it And iphone11 is great ,Germany,0,Positive
588,2019-11-21 03:54:41, iphone11 ,Canada,0,Neutral
584,2019-11-21 03:59:51, Apple s new iPhone11 battery case includes a dedicated camera button ,Unknown,0,Neutral
583,2019-11-21 04:03:50,Taking selfies just got easier with Apple s new iPhone11 Smart Battery Case ,India,0,Neutral
556,2019-11-21 04:40:46, Long exposure on the Sony A7III vs Night Mode on iPhone11 Both edited in Lightroom ,United States,0,Neutral
541,2019-11-21 04:57:19,Checking iphone the camera By airbklyn iphone11 motihelp personaltrainer proresults trainer southmiami sled thanksGod dominicaninmiami lifestyle motivation motivationalquotes miami LA ,Unknown,0,Neutral
540,2019-11-21 04:59:43, vividseoks mrjustinseagull lmao they already do ,United States,0,Positive
378,2019-11-21 12:19:07, Apple has launched its smart battery cases for its latest iPhone11 iPhone11Pro and iPhone11ProMax models that were launched this year DCTech ,United States,0,Positive
382,2019-11-21 12:13:39, apple otaku0 Iphone11,Australia,0,Neutral
498,2019-11-21 06:58:30,WhatsApp video security bug leaves devices open to attack and hackers secretly steal chat messages and pictures from your phone WhatsApp WhatsAppBug Technews IndiaTechAdvice Tech iOS iPhone11 iPhone11Pro android android10 AUSvPAK,United States,0,Neutral
313,2019-11-21 13:56:39,Gas stations and riyadh season IPhone11 STCPay,Germany,0,Neutral
332,2019-11-21 13:25:20, iphone11 ain t 5G ,Netherlands,0,Neutral
320,2019-11-21 13:50:15,Soshi using iPhone11 pro max ,Canada,0,Neutral
319,2019-11-21 13:50:29, Urgent Upgrade I have an iphone 5 amp I m scared it will explode RT APPLE giveaway contest sweeps win AI appleNews I ,India,0,Positive
317,2019-11-21 13:54:38,Apple Launches iPhone11 iPhone11Pro and iPhone11ProMax Smart Battery Case with Dedicated Camera Button ,United States,0,Neutral
316,2019-11-21 13:55:34,Reindeer run starting NOW D3finishstrong iPhone11 pro ,United States,0,Neutral
315,2019-11-21 13:55:41, cheapskateblog sort of free iPhone11 ,Unknown,0,Positive
309,2019-11-21 13:59:25, evt rr iPhone11,United States,0,Neutral
386,2019-11-21 12:04:01,Please don t get a new iPhone11 Plenty of places will refresh the battery of your old one for a fraction of the price and it might preserve the rare earth minerals Apple wastefully consumes ,Unknown,0,Neutral
304,2019-11-21 14:02:37, DONT FALL FOR THIS iPhone11 iPhone11ProMax mintypickaxe mintypickaxecodes MintyPickaxeGiveaway Mintyaxecode mintycode minty MintyCodesFREE mintygiveaway Fortnite FortniteMintyPickaxe ,India,0,Neutral
303,2019-11-21 14:04:24,Apple Is Still Trying to Sue the Owner of an Independent iPhone Repair Shop Apple RightToRepair Cupertino TimCook iPhone iPhone11 iPhone11Pro iPhone11ProMax iPhoneSE2 iPhoneXS iPhonwXSMax ,United States,0,Neutral
302,2019-11-21 14:04:42, DONT FALL FOR THIS iPhone11 iPhone11ProMax mintypickaxe mintypickaxecodes MintyPickaxeGiveaway Mintyaxecode ,India,0,Neutral
451,2019-11-21 08:38:53, Wallpapers Apple Background wallpaper walls lockscreen homescreen painter Private Disk N 0040 iPhone11 iPhone11Pro iPhone11ProMax iPhoneX iPhoneXSMAX iPhoneXSMax iPhoneXR Other iPhones gt gt Like Follow Retweet lt lt Prod By Hk3ToN ,Unknown,0,Neutral
337,2019-11-21 13:16:26,Fluffy Heart Phone Case available for iPhone amp Xiaomi With Free Shipping iphonecase phonecase iphone phone iphone6 iphone7 iphone8 iphonex iphonexs iphonexsmax iphonexr iphone11 iphone11pro iphone11promax xiaomi xiaomiphonecase xiaomimi8 xiaomiredmi ,Unknown,0,Neutral
343,2019-11-21 13:05:00, As forecasted no shortage of any of the iphone11 models Even the most marketed model amp colour will still be available at ret ,United States,0,Positive
592,2019-11-21 03:42:12, iPhone 11 Pro Max Test Night Shooting in the Rain 4K ,United States,0,Neutral
629,2019-11-21 02:11:08,Marble Ring Holder Only for 9 with FREE SHIPPING iphonecase phonecase iphone phone iphone6 iphone7 iphone8 iphonex iphonexs iphonexsmax iphonexr iphone11 iphone11pro iphone11promax ,Unknown,0,Neutral
628,2019-11-21 02:11:41, GSM iPhone11 RedmiNote GalaxyM30s Nokia7 Xperia5 Mate30 GalaxyNote Honor V30 teasers focus on 5G connectivity as the phone visits Geekbench ,United States,0,Neutral
488,2019-11-21 07:32:49,My iPhone 11 advert design AppleMusic AppleTV iPhone11ProMax iPhone11 iPhone11Pro iPhone11ProMax iPhone11plus selfie telephoto wide ultrawide tele Nightmode Apple AppleTV AppleStore creativity Viral Popular Famous cool makethisgoviral ThinkDifferent ,Unknown,0,Positive
463,2019-11-21 08:22:48, KasperGames hsieh zachary Get Recked1231 You re so Lucky cuz since hsieh zachary started his first Iphone11 Giveaway Im started following all the rules doing everything to win but nothing happened you re so lucky But i always hope that hsieh zachary can choose me too ,Australia,0,Positive
462,2019-11-21 08:25:05,Check out Diamond Rabbit For Phone Case Plush Fuzzy Fluffy Soft Cover Foriphone XSMAX eBay iPhone11 blackfreday ebaypuertorico items4sale,Unknown,0,Neutral
287,2019-11-21 14:45:03,worldissmall iPhone 11 amp 11 Pro Apple sort une Smart Battery Case avec un bouton photo Accessoires iPhone11 iPhone11Pro ,Australia,0,Neutral
459,2019-11-21 08:26:10,it s my sisters birthday so she s the iphone11 the lavender one and now im gonna b the one w the poorest phone w my 7plus ,United States,0,Neutral
457,2019-11-21 08:27:19,ROOT CO Shock Resist Case Hold for iPhone11 ,United States,0,Neutral
530,2019-11-21 05:15:35, Taking selfies just got easier with Apple s new iPhone11 Smart Battery Case ,Singapore,0,Neutral
525,2019-11-21 05:29:13, fugu bike iPhone11 ,Australia,0,Neutral
627,2019-11-21 02:14:54, teesabrat jacknicas chrislhayes Iphone11 is 2k here in Canada a real bargain,United States,0,Neutral
521,2019-11-21 05:58:34, We made another set of wallpapers Grab em from our Telegram channel or use this link ,Germany,0,Neutral
518,2019-11-21 06:00:14,Cheapest Online Shop ikebukuro 070 3843 7772 Special Offer Brand New iPhone11 64GB 90000 iPhone11 128GB 9500 iPhone 11Pro 64GB 120000 iPhone11Pro 256GB 130000 iPhone11ProMax 256GB 140000 iPhone11ProMax 512GB 150000 iPhone8 64GB 51000 ,United States,0,Neutral
510,2019-11-21 06:33:16,Apple Does Not Make A Profit From The Repair Service For Users Apple AppleNews AppleWatch iPhone iPhone11 iPhone11Pro iPhoneXsMax NewsPicks news Techjobs technews UPDATE tech TechnologyNews Smart SmartNews gadgets Trending Trend trends,Netherlands,0,Neutral
509,2019-11-21 06:34:13, Apple Does Not Make A Profit From The Repair Service For Users Apple AppleNews AppleWatch iP ,Unknown,0,Neutral
507,2019-11-21 06:36:58,Now I have a reason to uninstall my unuse app for this game hsieh zachary I better win 1 from 50 IPhone11 giveaway to continue play this game as my current phone space is done ,Germany,0,Neutral
501,2019-11-21 06:52:30, y a m onoderanoyome raiaN1225 iPhone11 ,Germany,0,Neutral
467,2019-11-21 08:18:28, Apple Smart Battery Cases Launched for the iPhone11 Lineup ,Germany,0,Neutral
468,2019-11-21 08:18:08, Check out UNIVERSAL USB TYPE C NYLON DATA CHARGING CABLE DoesNotApply USB eBayus e ,Unknown,0,Neutral
469,2019-11-21 08:17:42, kaynechy A job yes Iphone11 involves God and sugar daddy ,Australia,0,Neutral
472,2019-11-21 08:11:22,Apple quietly releases smart battery cases for iPhone11 and iPhone11Pro ,Canada,0,Neutral
473,2019-11-21 08:09:53, You won t believe this Fashion Case For iPhone 11 pro iphone 11 iphone11 pro max selling at 6 87 by Now Sellers Selling out fast so be quick ,Singapore,0,Neutral
476,2019-11-21 08:05:16,NEW MIRROR iPhone11 available BR mirroriphonecase yslbeauty secondabase playwithtechnology superfluous www vegan iphone11 iphone11pro regram fashion love style apple ,Netherlands,0,Positive
531,2019-11-21 05:10:41, The latest iPhone India Price List iPhone11 64GB Rs 64 900 128GB Rs 69 900 256GB Rs 79 900 iPhone11Pro 64GB ,France,0,Positive
298,2019-11-21 14:15:22, AppleImitation therealmldukz MaxWinebach I m afraid it s going to crush the iphone11 Im you will be able still hold your head up on the merits of strong SoC but danm iOS 13 is just a mess Sorry about your luck ,United States,0,Neutral
597,2019-11-21 03:29:21,It s winter time It s nice to have a coffee while feeling cold Try Different Cafe They offer a lot of varieties of coffee And also You can pay your coffee through STCPay IPhone11 STCPay ,India,0,Neutral
600,2019-11-21 03:15:47,Download this game to have a chance to win a IPHONE11 hsieh zachary hsieh zachary ,United States,0,Neutral
601,2019-11-21 03:09:34, STCPay Congratulations to the winner of iPhone 11 IPhone11 STCPay,United States,0,Neutral
603,2019-11-21 03:03:30,The shade of green used in the iPhone11 ,United States,0,Neutral
606,2019-11-21 02:45:43, Apple s new iPhone11 battery case includes a dedicated camera button thenextweb ,India,0,Neutral
612,2019-11-21 02:37:56,Let us show you how to use Physibo apple iphone11 iphonex ,Singapore,0,Neutral
613,2019-11-21 02:36:14, Take a look at features of dominating phone of 2019 The iPhone 11 Pro Max and iPhone 11 Pro ,Germany,0,Neutral
620,2019-11-21 02:25:47, GSM iPhone11 RedmiNote GalaxyM30s Nokia7 Xperia5 Mate30 GalaxyNote Samsung Galaxy Note9 gets One UI 2 beta based on Android 10 ,Canada,0,Neutral
288,2019-11-21 14:44:01,Clean Uk Us Used IPHONE 6S 16GB 67000 IPHONE 6S 32GB 72000 IPHONE 6S 64GB 78000 dallas dallasonline dallasstore phones ikeja computervillage iphone11 tech applestore iphone iphonex apple gadgets samsung note10plus notes10 smartphones ios technology ,Canada,0,Positive
146,2019-11-21 19:17:48,Check out one of our latest products a Superfly Air Slim iPhone11 Pro Max Clear get yours here shop onlineshopping shoponline,Australia,0,Neutral
285,2019-11-21 14:48:31, hsieh zachary I download the Lords Mobile and played until Level 10 and couting I need to win iPhone11 to play this game until Level 100 love u zach ,United States,0,Neutral
932,2019-11-20 16:42:39,so im probably gonna upgrade to the iphone11 for my bday does anyone here have it do you like it o,India,0,Neutral
993,2019-11-20 15:14:17,Went for a walk in the woods in autumn and came across a swing Love living in the North iphone11 shotoniphone iPhone shotoniphone11 derwentwalk shotleybridge ,Canada,0,Positive
994,2019-11-20 15:12:43, jacobraymundo TR3YDANIELS erikarmundo Hope to win ever since I never had an iphone11 ,Netherlands,0,Positive
995,2019-11-20 15:12:32, PlayStation follow us to win iphone11 pro,France,0,Positive
996,2019-11-20 15:10:10,Apple Has Lost Its Monopoly 4 applepay On The iPhone11 amp No One Noticed ,France,0,Neutral
997,2019-11-20 15:09:07, We re giving away a iPhone 11 Pro Max 64 GB How to enter Like amp Retweet Follow Me RadamsJessica Turn on my ,Canada,0,Neutral
845,2019-11-20 19:12:57,new phone iPhone11,United States,0,Neutral
988,2019-11-20 15:20:31, darwinshacho iPhone11,Unknown,0,Neutral
849,2019-11-20 19:09:11, dhof rsa That s it I m getting an iPhone You know what I ma get that iPhone 11 pro max And you better by then released byte Apple iPhone11 iphone12 iPhone11ProMax animoji androidtoiphone,Singapore,0,Positive
855,2019-11-20 19:03:18, iOS 13 3 beta 3 is out Could we see a new iOS version to support the new cases iPhone11 iPhone11Pro iPhone11ProMax ,Germany,0,Neutral
882,2019-11-20 18:33:36, Apple releases new Smart Battery Cases for iPhone11 iPhone11Pro amp iPhone11ProMax ,Canada,0,Neutral
884,2019-11-20 18:33:03, OnePlus 7T vs iPhone 11 Comparison Which Is Better ,Unknown,0,Positive
897,2019-11-20 18:00:23,Are you struggling in learning those magical moves Download Loopideo today as Loopideo lets you loop videos infinitely apple app business Entrepreneur iPhone11 iPhone Download iOS hollywood love music fun dance LadyGaga choreography DanceParty bollywood jose ,Singapore,0,Positive
989,2019-11-20 15:20:14,My Char iPhone11 dogsoftwitter ,United States,0,Neutral
986,2019-11-20 15:23:56,New Wallpaper Midnight Yarok Free Link Wallpapers wallphone artwork art Abstract abstractart abstractpainting digitalart digitalpainting digitalartwork Luxury iphone IloveApple iPhone11ProMax iPhone11 iphone11pr ,Canada,0,Neutral
753,2019-11-20 22:17:46,Here I am once again to tell you that il Huawei mate 20 scatta le stesse foto di un iphone and honestly rimane lo stesso underrated I m disappointed iPhone11 Apple ,Canada,0,Neutral
950,2019-11-20 16:20:35, STCPay Best application to store and send money IPhone11 STCPay,France,0,Positive
761,2019-11-20 21:39:27,Got offered a good deal on an iPhone11 today but it s practically no faster than my 8Plus in every test I ve seen NoDeal,India,0,Positive
762,2019-11-20 21:37:21,Iphone privacy NSA CyberSecurity iphone11 ,United States,0,Neutral
843,2019-11-20 19:15:19, STCPay sawa recharge and Easy STC bills payment STCPay IPhone11 STCPay,Canada,0,Positive
939,2019-11-20 16:33:04, TheKairi78 ParisAMDParis Nightmode Iphone11 ,India,0,Neutral
948,2019-11-20 16:23:09, STCPay is very convenient not only in transferring money but also in storing money Anywhere your money is available IPhone11 STCPay,Singapore,0,Neutral
949,2019-11-20 16:22:52,Place a drop of water on your iPhone 11 cameras and put it in wide angle mode and this is what happens iphone11 ,Unknown,0,Neutral
955,2019-11-20 16:11:10, xWalem HI I want iPhone11,Netherlands,0,Neutral
985,2019-11-20 15:24:25,BLACK FRIDAY Celular Apple IPhone Xs 512Gb Space Gray whatsapp 31 99557 1839 apple iphone iphonexs iphone11 iphone11pro iphone11promax appleiphone celular telefone lancamento ,United States,0,Neutral
974,2019-11-20 15:42:47, Enter in this iPhone 11 Giveaway and Win an iPhone 11 Pro for Free This is a Limited time Giveaway ,India,0,Positive
975,2019-11-20 15:42:20, As expected there s going to be a dark green iPhone Midnight Green Your thoughts iPhone11 AppleEvent ESRGear ,Canada,0,Neutral
978,2019-11-20 15:31:53, GSM iPhone11 RedmiNote GalaxyM30s Nokia7 Xperia5 Mate30 GalaxyNote Huawei will charge you 1 000 to replace the Mate X screen ,Unknown,0,Neutral
982,2019-11-20 15:29:32, GSM iPhone11 RedmiNote GalaxyM30s Nokia7 2 Xperia5 Mate30 GalaxyNote Redmi Note 8 Pro arrives in new 256 GB variant ,Canada,0,Neutral
983,2019-11-20 15:26:24, GSM iPhone11 RedmiNote GalaxyM30s Nokia7 2 Xperia5 Mate30 GalaxyNote Samsung Galaxy Note9 gets One UI 2 beta based on Android 10 ,United States,0,Neutral
984,2019-11-20 15:25:20,New Wallpaper Holmby Hills Wallpapers wallphone artwork art Abstract abstractart abstractpainting digitalart digitalpainting digitalartwork Luxury iphone IloveApple iPhone11ProMax iPhone11 iphone11pro ,Canada,0,Neutral
899,2019-11-20 17:54:39, ChristianSelig MousCase silentshotghost This one is flush on the sides,Australia,0,Neutral
905,2019-11-20 17:41:12, hzriehrzi Dude Apple put iPhone11 on black friday and I ll buy it,Unknown,0,Neutral
909,2019-11-20 17:37:47,My phone just got to my house and I get off at 5 Somebody call my job and pretend to be my momma geeked iphone11 cantwait ,Singapore,0,Neutral
668,2019-11-21 00:38:32,Apple officially released the all iPhone 11 series of silicone smart battery case apple iphone ipad iPhone11Pro iPhone11ProMax iPhone11 iPhoneSE2 MacBookPro ,Unknown,0,Neutral
647,2019-11-21 01:30:14, Stay tuned more amazing deals coming your way this Friday from easybuy gh BlackFriday iPhone11 iPhone11ProMax Gal ,United States,0,Positive
645,2019-11-21 01:36:00,Today is the worst day of my life my friend said look and she showed me the iphone11 3cameras and she told me as well that she got it earlier than she thought And I m over here trynna convince my mom and she s like stop trying it s not gonna work I m not gonna buy it ,Unknown,0,Negative
638,2019-11-21 02:00:09, GSM iPhone11 RedmiNote GalaxyM30s Nokia7 Xperia5 Mate30 GalaxyNote Samsung Galaxy S11 may have 120 Hz display ,Canada,0,Neutral
639,2019-11-21 01:56:57,I m so sick of big annoying bulky unnecessarily long iPhones Irritating as on my shoe iphone11 blows donkey teats 1stWorldProblems ,Unknown,0,Negative
666,2019-11-21 00:45:12, iDeviceCare TearTopGH Brand New Sealed Factory Unlocked iPhone11 64GB gt gt Ghc 5 200 Call WhatsApp iMessage 0558690 ,Germany,0,Neutral
640,2019-11-21 01:54:01,Feeling monochromatic We got you covered Color coordinate your favorite Epic Watch Bands with our new AirPods cases in 6 of our most popular colors Accessorizing never looked so good apple applewatch applewatchbands iwatch iphone iphonex iphone11 ,India,0,Positive
691,2019-11-20 23:42:28,Fix This App Could Not Be Installed iPhone ,Canada,0,Neutral
915,2019-11-20 17:25:09, SOLD at my society6 shop Another iphone11 case in my red poppy pattern Thank you for purchasing ,Unknown,0,Neutral
659,2019-11-21 00:56:22,Have you seen the Slowfie slowfie selfie apple ios13 iphone11 burlesque poledancer sexy branding ,Germany,0,Positive
643,2019-11-21 01:38:33, Western Insanity and 5G Electromagnetic Radiation ,Unknown,0,Neutral
677,2019-11-21 00:14:50, hsieh zachary Really wish I could get a iphone11,Unknown,0,Neutral
667,2019-11-21 00:42:02,I wanna buy iphone11 but yo I m madafucking brokeeeee,Australia,0,Neutral
644,2019-11-21 01:38:04, Millions of electrohypersensitive humans are forced into a living hell by anti biological wireless society radiation that ,France,0,Negative
641,2019-11-21 01:51:08,Time itself comes in drops shot on Apple iPhone11 chennai chennairain rain ,United States,0,Neutral
680,2019-11-21 00:13:09, wallpapers homescreen lockscreen wallpaper iPhoneXSMAX iPhone11 iPhone11ProMAX iPhone11Pro iPhone walls android pixel ongliong11 Subscribe to my super wallpaper bag You can find it in the 2019 11 folder Sort with modification time ,Singapore,0,Positive
689,2019-11-20 23:45:34, Fuck whosoever think most girls with iPhones slept their way to getting it The iPhone 11 is coming out but remember you must ,Unknown,0,Neutral
670,2019-11-21 00:32:27,give me the iPhone11 and i will tell you about the idea,United States,0,Neutral
684,2019-11-21 00:00:37,What s the hesitation Download Loopideo today and start looping videos N O W Download now apple application business Entrepreneur iPhone11 iPhone Download AppleCard Apple AppleStore iOS software hollywood love music fun friends Jose ,United States,0,Positive
683,2019-11-21 00:09:33,My gf is super excited to have the iphone11 showing me all the new features my Galaxy has had since 2015,India,0,Neutral
660,2019-11-21 00:55:28,My new baby is here And I finally kicked sprint to the curb iphone11 purple yayme fightme ,Germany,0,Neutral
662,2019-11-21 00:50:21,Never seen apple releases so many updates And the news is that iOS1323 is junk and kills battery life iPhone11 ,Canada,0,Positive
652,2019-11-21 01:18:51,Download for Free View on AppStore The all new Grocery Shopping List app for iOS and iPadOS devices iPhone iPad iPadPro iPhoneOnly DarkMode iCloud Smart iPhoneX iPhone11 iPhone11Pro iPhone11ProMax AppStore FreeApps Apps Groceries ,Canada,0,Neutral
651,2019-11-21 01:19:39,my 8 year old cousin wants an iphone11 for christmas i was also informed she has 5 boyfriends ,Unknown,0,Neutral
697,2019-11-20 23:30:15,Did you know that there is a mobile app myStudentAid that can speed up the process of completing you FAFSA Apply now for to receive funding for college SMMC SaveMoney Budget FAFSA money iphone11 college loans funding ,Canada,0,Neutral
648,2019-11-21 01:24:53, What s the hesitation Download Loopideo today and start looping videos N O W Download now appl ,Singapore,0,Neutral
681,2019-11-21 00:12:03, narita93246805 iPhone11,United States,0,Neutral
804,2019-11-20 20:15:25, Apple has released brand new Smart Battery Cases for the iPhone 11 series The case features a button that takes pictur ,United States,0,Neutral
929,2019-11-20 16:50:13, iPhone 11 Pro My Return to Apple iPhone11 applenews iPhone WednesdayThoughts,France,0,Neutral
928,2019-11-20 16:52:40,My favorite responses from 3 5 livelyeagles writing what they are grateful and thankful for Thanksgiving is good for the soul and mind mentalhealth emotionalhealth iisdpe wearelively haha pizzarolls iphone11 smartness summerbreak ,Germany,0,Positive
926,2019-11-20 16:55:54,just because I wanted to check if iphone11 will size my pocket yesterday at shop rite one idiot started shouting thief,Unknown,0,Negative
924,2019-11-20 17:06:06, TheRichWoods I loved my Lumia 930 amp 735 now use iphone11 Used pocketpc Windows ce since 1997 including Fujitsu loox Mio HP,Unknown,0,Positive
755,2019-11-20 22:05:42,Me with Portrait Mode on my iPhone11 at 3am ,India,0,Neutral
751,2019-11-20 22:25:43, if y all see me with a sugar daddy the new iphone11 and designer clothes mind ya business,United States,0,Neutral
284,2019-11-21 14:54:59, hsieh zachary feeling unlucky everytime when you announce the giveaway winner real thou Pick me this time to make me feel better zhc iphone11 giveaway,Australia,0,Positive
199,2019-11-21 17:39:19,The most amazing feature of iPhone 11 night mode has the biggest flaw of lens flare There are multiple videos on YouTube about it and I have experienced it myself Lens flare on the right hand side of the picture just above building AppleSupport Apple tim cook iphone11 ,Singapore,0,Positive
205,2019-11-21 17:28:04,Tech Thursday Did you know Apple released a new Smart Battery Case for the 11 and 11 Pro it comes with a camera button build in the case Its should give you 50 more battery life iPhone11 iPhone11Pro AppleProducts iPhones ,Unknown,0,Neutral
204,2019-11-21 17:32:18,Excited to share the latest addition to my etsy shop Its organic phone iPhone11 Hemp iPhone XS Max case ,India,0,Positive
203,2019-11-21 17:35:24,Look at these sick ass pics BLitrasx9 just took in universal iphone11 ,Australia,0,Negative
202,2019-11-21 17:38:34, LloydJasperVil1 nice sana all sana all den may iphone11,Unknown,0,Positive
201,2019-11-21 17:38:42, Look at these sick ass pics BLitrasx9 just took in universal iphone11 ,Australia,0,Negative
200,2019-11-21 17:39:17, iPhone11 pixelart edgetouch ,Netherlands,0,Neutral
197,2019-11-21 17:45:19,Should you get the iPhone 11 Pro for your real estate videos Sure it can be a tax write off but Click here for full video youtubeforrealtors iphone11 iphone11pro iphone11promax realestatevideo videomarketing ,Singapore,0,Positive
176,2019-11-21 18:33:11, moodyspeaks ATT Yes Dave I never had a dropped called before but as soon as pauljudge and I got the iPhone11 it s nonstop,Unknown,0,Neutral
195,2019-11-21 17:54:23,New Verizon Pre Black Friday 2019 deal Buy one Apple iPhone 11 model or iPhone XS model get a second one for free apple iphone iphone11 verizon Check out the deal at Verizon here ,Canada,0,Neutral
194,2019-11-21 17:57:19, Thabis o TelkomZA Since when has iPhone11 Pro become a 3 burner stove JuliusMalema that s somebody s innovation ,Unknown,0,Neutral
193,2019-11-21 18:00:26,Hey visit my shop with the most originals gifts for Christmas ,Australia,0,Positive
191,2019-11-21 18:03:51,Apple iOS14 Features Changes Testing After iOS13 Multiple Bugs Bloomberg ,Canada,0,Neutral
188,2019-11-21 18:12:42, hsieh zachary Hopefully I win the custom iPhone11,United States,0,Positive
187,2019-11-21 18:14:15, hsieh zachary Love ur new video hopefully I get to win the custom iPhone11,Australia,0,Positive
182,2019-11-21 18:25:35,3 svt albums svt third anniversary shirts karaoke microphone and an iphone11 ,Germany,0,Neutral
